dayid,race_id,馬名1,馬名2,馬名3,馬名4,馬名5,馬名6,馬名7,馬名8,馬名9,馬名10,馬名11,馬名12,馬名13,馬名14,馬名15,馬名16,馬名17,馬名18,能力1,能力2,能力3,能力4,能力5,能力6,能力7,能力8,能力9,能力10,能力11,能力12,能力13,能力14,能力15,能力16,能力17,能力18,上3F1,上3F2,上3F3,上3F4,上3F5,上3F6,上3F7,上3F8,上3F9,上3F10,上3F11,上3F12,上3F13,上3F14,上3F15,上3F16,上3F17,上3F18,ave3-1,ave3-2,ave3-3,ave3-4,ave3-5,ave3-6,ave3-7,ave3-8,ave3-9,ave3-10,ave3-11,ave3-12,ave3-13,ave3-14,ave3-15,ave3-16,ave3-17,ave3-18,能力の分散,上3F分散,能力偏差値1,能力偏差値2,能力偏差値3,能力偏差値4,能力偏差値5,能力偏差値6,能力偏差値7,能力偏差値8,能力偏差値9,能力偏差値10,能力偏差値11,能力偏差値12,能力偏差値13,能力偏差値14,能力偏差値15,能力偏差値16,能力偏差値17,能力偏差値18,上3F偏差値1,上3F偏差値2,上3F偏差値3,上3F偏差値4,上3F偏差値5,上3F偏差値6,上3F偏差値7,上3F偏差値8,上3F偏差値9,上3F偏差値10,上3F偏差値11,上3F偏差値12,上3F偏差値13,上3F偏差値14,上3F偏差値15,上3F偏差値16,上3F偏差値17,上3F偏差値18,予想タイム1,予想タイム2,予想タイム3,予想タイム4,予想タイム5,予想タイム6,予想タイム7,予想タイム8,予想タイム9,予想タイム10,予想タイム11,予想タイム12,予想タイム13,予想タイム14,予想タイム15,予想タイム16,予想タイム17,予想タイム18
20191117,201911170311,ローズプリンスダム,リテラルフォース,ショーム,コスモカナディアン,プレスティージオ,ビックリシタナモー,ジョーダンキング,サノサマー,スワーヴアラミス,メイショウエイコウ,カラクプア,マイネルユキツバキ,クルークハイト,ノーヴァレンダ,マイネルクラース,,,,97.25,95.71,97.01,98.22,96.33,97.43,98.11,97.84,96.71,97.37,97.05,96.43,95.55,94.76,97.63,,,,60.26,60.11,58.69,60.3,61.06,59.43,59.34,60.3,60.86,59.99,59.92,59.72,60.2,62.15,60.62,,,,36.29,37.81,36.35,37.26,36.24,36.04,37.14,37.45,37.35,37.38,37.12,37.16,36.84,37.0,37.07,,,,0.98,0.65,53.61,38.03,51.18,63.42,44.3,55.43,62.31,59.58,48.15,54.82,51.58,45.31,36.41,28.42,57.45,,,,50.78,48.93,31.36,51.28,60.68,40.52,39.4,51.28,58.2,47.44,46.58,44.1,50.04,74.16,55.24,,,,104.53,107.43,105.84,106.28,103.83,104.71,106.8,106.63,106.02,106.73,106.32,106.54,105.59,104.39,105.69,,,
20191117,201911170312,トップソリスト,アルミューテン,アーヒラ,アテンフラワー,シャインサンデー,サンノゼテソーロ,ピカピカ,シンデレラメイク,キャスパリーグ,マイネルアルケミー,ペイシャドリーム,ドリームジャンボ,トウカイレーヌ,バーミーブリーズ,ファンタジステラ,ヒロイックアゲン,,,95.72,96.67,96.21,96.51,95.26,95.53,96.59,96.14,96.88,95.68,95.85,94.81,96.6,95.31,97.75,97.94,,,61.27,61.0,61.21,61.17,61.43,61.2,60.15,60.74,60.23,61.49,60.66,62.45,61.2,60.76,60.52,59.42,,,34.14,34.23,34.4,34.51,34.68,35.66,34.19,34.94,34.96,34.54,34.56,34.32,34.0,34.7,34.46,34.05,,,0.75,0.46,44.26,55.26,49.93,53.41,38.94,42.07,54.33,49.12,57.69,43.8,45.77,33.73,54.45,39.52,67.76,69.95,,,54.97,51.01,54.09,53.5,57.32,53.95,38.53,47.19,39.71,58.2,46.02,72.29,53.95,47.49,43.96,27.82,,,67.96,68.23,68.26,68.4,68.39,69.53,68.78,69.13,69.5,68.2,68.8,67.32,67.86,68.87,68.8,69.15,,
20191123,201911230509,オーロラテソーロ,クレパト,デュードヴァン,コスモインペリウム,ラブリーエンジェル,タイキルークス,アメリカンベイビー,マティアス,セラン,ダイメイコリーダ,ハルプモント,アスターマリンバ,ショウナンマリオ,トーセンタイミング,キョウエイゴー,ダノンファラオ,,,94.67,91.84,95.3,92.33,92.55,93.05,94.15,94.21,93.14,93.55,92.22,92.7,92.47,90.77,93.25,94.72,,,61.86,62.3,59.17,60.53,63.33,61.03,58.78,61.87,59.5,61.76,62.36,60.65,61.81,61.86,61.55,58.96,,,36.2,37.86,36.48,37.93,36.93,36.99,37.26,36.52,37.94,37.14,37.19,38.23,37.8,39.03,37.44,36.87,,,1.44,1.84,62.39,38.82,67.63,42.9,44.73,48.9,58.06,58.56,49.65,53.06,41.98,45.98,44.07,29.91,50.56,62.8,,,55.73,58.96,35.92,45.93,66.55,49.61,33.05,55.8,38.35,54.99,59.41,46.82,55.36,55.73,53.44,34.37,,,95.86,98.31,98.31,99.72,95.99,97.79,99.9,96.39,100.5,97.5,97.14,100.14,98.57,100.58,98.15,99.11,,
20191123,201911230510,レッドルゼル,ブルベアイリーデ,メイショウバッハ,ハーグリーブス,ネオスターダム,ヒデノヴィーナス,イダペガサス,タガノアム,メイショウヴォルガ,アームズレングス,ヴァイトブリック,スピーディクール,マイネルラック,マイウェイアムール,タイセイプレシャス,アーバンイェーガー,,,96.19,96.93,95.5,96.71,97.13,95.81,96.95,97.44,95.92,96.81,95.25,97.13,96.38,96.71,96.62,97.29,,,61.42,59.0,59.66,60.25,61.74,61.56,58.56,59.0,62.67,57.61,60.4,59.61,61.38,60.62,59.36,60.13,,,35.6,36.13,36.47,34.84,35.52,34.88,36.32,35.59,35.89,36.74,37.15,36.08,35.26,35.51,36.29,35.52,,,0.42,1.8,44.49,55.88,33.87,52.49,58.95,38.64,56.18,63.72,40.34,54.03,30.03,58.95,47.41,52.49,51.11,61.41,,,59.19,41.17,46.09,50.48,61.58,60.24,37.89,41.17,68.5,30.82,51.6,45.71,58.89,53.23,43.85,49.59,,,83.22,85.71,85.68,83.07,82.88,82.16,86.29,84.99,82.69,87.55,86.04,85.19,82.8,83.69,85.66,84.06,,
20191123,201911230511,エントシャイデン,シェーングランツ,アンノートル,レッドヴェイロン,ソーグリッタリング,カフェブリッツ,コスモイグナーツ,メイショウオワラ,ブレスジャーニー,サトノアーサー,プロディガルサン,ケイデンスコール,サトノフェイバー,サトノキングダム,ドーヴァー,ロワアブソリュー,ウインシャトレーヌ,,97.63,95.82,96.72,97.1,97.44,96.12,95.76,96.79,95.87,97.28,97.6,96.48,95.72,96.87,97.97,96.22,96.37,,59.87,60.63,58.98,59.5,59.13,62.53,61.8,60.24,58.79,59.77,59.31,59.92,62.43,59.78,59.98,60.68,61.04,,35.44,36.33,36.47,35.95,36.26,36.55,35.52,35.66,36.87,35.67,36.23,36.2,35.77,36.19,34.94,35.73,35.4,,0.52,1.28,62.95,37.97,50.39,55.63,60.33,42.11,37.14,51.36,38.66,58.12,62.54,47.08,36.59,52.46,67.64,43.49,45.56,,46.58,53.29,38.72,43.31,40.04,70.06,63.62,49.84,37.04,45.69,41.63,47.02,69.18,45.78,47.55,53.73,56.91,,93.05,94.02,95.37,94.15,94.92,93.1,91.88,93.17,96.17,93.5,94.75,94.29,91.87,94.37,92.14,92.99,92.2,
20191123,201911230512,オジョーノキセキ,ヴェロニカグレース,ロケット,アロハブリーズ,スペキュラース,キョウエイソフィア,イルヴェントデーア,スタークォーツ,ハトホル,シュエットヌーベル,エスタジ,トーセンリラ,アフランシール,ツヅク,ショウナンバニラ,ノーブルアース,ヴェルスパー,スピアーノ,95.81,95.32,95.96,96.38,96.21,95.28,95.65,95.06,96.19,94.81,96.12,95.64,95.16,95.96,93.87,95.65,95.58,94.72,59.92,61.24,60.71,61.41,61.14,61.25,61.56,61.7,59.82,61.46,61.07,61.76,59.55,60.57,61.0,60.61,59.86,62.33,35.5,36.41,35.86,34.45,35.12,36.25,35.22,35.13,35.98,34.72,35.37,35.34,36.52,35.41,35.58,35.91,35.2,34.89,0.4,0.59,54.56,46.84,56.92,63.54,60.86,46.21,52.04,42.75,60.54,38.81,59.44,51.88,44.32,56.92,24.0,52.04,50.94,37.39,36.67,53.88,46.97,56.1,52.58,54.01,58.06,59.88,35.37,56.75,51.67,60.66,31.84,45.15,50.75,45.67,35.89,68.1,80.89,81.22,80.84,78.49,79.56,81.0,79.42,79.2,81.59,78.82,79.94,79.44,82.49,80.33,80.27,80.97,80.53,78.46
20191123,201911230809,イベリア,ホウオウライジン,クリノアパッチ,ヴィッセン,グロンフォール,ヒルノダカール,モズベッロ,サトノシリウス,,,,,,,,,,,95.89,95.45,92.4,94.92,97.34,94.92,95.39,95.15,,,,,,,,,,,59.25,60.59,63.2,63.03,60.34,60.02,60.95,60.84,,,,,,,,,,,37.61,36.82,37.92,36.4,37.85,36.75,36.39,37.34,,,,,,,,,,,1.88,1.94,55.16,51.95,29.7,48.08,65.74,48.08,51.51,49.76,,,,,,,,,,,37.25,46.86,65.58,64.36,45.07,42.77,49.44,48.66,,,,,,,,,,,147.34,144.06,145.58,141.14,147.32,144.24,142.53,145.45,,,,,,,,,,
20191123,201911230810,ビルジキール,タガノファジョーロ,テーオーフォース,タガノボンバー,テイエムディラン,テイエムジョウネツ,ヒストリーメイカー,サザンブリーズ,サンライズセナ,ウインユニファイド,ゼンノワスレガタミ,ゴルトマイスター,エネスク,ナンヨーイザヨイ,アポロユッキー,グローリーグローリ,,,95.52,95.7,95.1,97.3,95.63,95.17,96.59,95.98,96.29,96.55,95.58,95.36,95.56,95.41,94.83,96.68,,,60.92,60.07,59.29,59.32,60.0,59.74,60.15,59.28,60.17,60.21,59.18,58.76,60.7,60.87,60.23,60.86,,,36.47,37.49,37.8,37.66,36.86,37.73,37.38,37.41,37.76,37.14,37.69,37.4,37.25,36.64,37.11,35.36,,,0.46,0.45,45.45,48.11,39.24,71.75,47.07,40.27,61.26,52.24,56.83,60.67,46.33,43.08,46.04,43.82,35.25,62.59,,,63.95,51.28,39.64,40.09,50.23,46.36,52.47,39.5,52.77,53.36,38.0,31.74,60.67,63.21,53.66,63.06,,,109.94,112.62,113.83,113.53,111.42,113.36,112.35,113.06,113.09,111.82,113.7,113.43,111.67,110.32,111.75,107.77,,
20191123,201911230811,トウカイデュエル,ヴァルナ,ジャストナウ,ロールオブサンダー,インザムード,ミヤマザクラ,ショウナンバレリオ,マイラプソディ,ヒシタイザン,,,,,,,,,,92.81,94.37,93.09,92.59,94.4,91.1,91.58,92.84,93.12,,,,,,,,,,61.83,60.72,61.93,60.34,62.46,61.34,62.91,58.3,60.61,,,,,,,,,,37.19,36.49,37.2,37.76,35.88,38.43,37.69,38.21,37.4,,,,,,,,,,1.2,1.9,49.38,63.64,51.94,47.37,63.91,33.76,38.14,49.65,52.21,,,,,,,,,,54.86,46.81,55.59,44.05,59.44,51.31,62.71,29.23,46.01,,,,,,,,,,119.92,119.05,119.87,122.27,116.43,123.15,120.34,124.73,121.25,,,,,,,,,
20191123,201911230812,オースミカテドラル,ソフトポジション,ラニカイサンデー,プロキシマ,ロードアルバータ,シベリアンタイガー,クリアザトラック,マサキノテソーロ,ライオネルカズマ,マハヴィル,ドンアルゴス,,,,,,,,95.96,95.32,96.0,94.7,95.85,94.94,95.44,95.57,95.63,94.61,96.01,,,,,,,,59.9,62.78,61.49,60.61,61.02,61.14,62.33,61.04,61.23,60.65,61.55,,,,,,,,36.44,34.98,35.43,36.96,36.32,36.54,35.66,36.45,36.05,37.13,36.28,,,,,,,,0.26,0.64,59.81,47.32,60.59,35.23,57.66,39.91,49.66,52.2,53.37,33.47,60.78,,,,,,,,33.08,69.2,53.02,41.98,47.13,48.63,63.56,47.38,49.76,42.49,53.77,,,,,,,,94.8,90.41,92.04,95.19,93.84,94.13,91.85,94.04,93.25,95.44,93.42,,,,,,,
20191124,201911240509,フォッサマグナ,ニシノジャガーズ,レンブランサ,アイアムハヤスギル,ラディアント,ペイシャネガノ,サーストンバーラム,マイネルキャドー,オールウェイズゼア,ミトノアミーゴ,カミノコ,ニシノコトダマ,オルクリスト,モリトユウブ,カゼノドリーム,ローレルジャック,,,95.63,96.51,94.56,95.75,95.81,95.69,96.47,95.07,95.26,96.19,96.34,96.65,95.61,94.6,93.36,96.06,,,60.88,59.07,61.53,61.69,60.78,60.54,62.29,61.95,60.32,60.11,61.27,60.63,59.61,61.36,60.97,60.6,,,36.18,36.82,36.96,34.89,36.03,36.37,34.94,35.76,37.3,35.41,35.68,35.15,36.75,36.58,37.96,36.33,,,0.76,0.71,50.37,60.48,38.08,51.75,52.44,51.06,60.02,43.94,46.12,56.81,58.53,62.09,50.14,38.54,24.3,55.31,,,50.36,28.88,58.07,59.97,49.17,46.32,67.09,63.05,43.71,41.22,54.98,47.39,35.28,56.05,51.42,47.03,,,84.39,86.58,84.96,82.08,84.26,84.9,81.7,83.04,86.3,83.94,83.44,83.2,86.09,84.57,86.7,84.8,,
20191124,201911240510,トラストケンシン,ソロフレーズ,リンディーホップ,プレミオテーラー,リープフラウミルヒ,オウケンブラック,シャンティローザ,ヴァンドギャルド,バリングラ,コスモナインボール,アモーレミオ,アントリューズ,アドマイヤスコール,アトミックフォース,ウーリリ,,,,97.88,96.37,95.03,96.08,96.12,94.05,95.67,96.27,96.03,95.8,95.16,96.79,94.94,95.89,94.51,,,,59.72,60.07,61.06,61.86,60.43,62.69,59.41,60.2,61.97,60.83,59.06,60.06,60.95,59.67,60.2,,,,36.27,36.27,36.49,35.38,36.02,36.76,36.54,36.27,38.1,36.39,36.64,36.16,36.8,36.71,37.01,,,,0.9,1.04,72.24,56.3,42.16,53.24,53.67,31.82,48.92,55.25,52.72,50.29,43.53,60.74,41.21,51.24,36.67,,,,41.9,45.33,55.05,62.91,48.87,71.06,38.85,46.61,63.99,52.79,35.42,45.23,53.97,41.41,46.61,,,,106.83,106.59,106.36,103.59,105.85,105.79,107.58,106.51,108.96,106.31,108.02,106.38,107.05,107.74,107.98,,,
20191124,201911240511,カレンブーケドール,ワグネリアン,ウインテンダネス,ムイトオブリガード,スワーヴリチャード,ユーキャンスマイル,ダイワキャグニー,レイデオロ,ルックトゥワイス,ダンビュライト,シュヴァルグラン,タイセイトレイル,エタリオウ,マカヒキ,ジナンボー,,,,96.08,96.6,98.21,98.31,97.12,97.9,97.13,96.93,99.23,94.88,99.08,97.6,97.27,95.77,96.16,,,,59.99,60.65,63.05,60.53,60.45,60.03,59.87,61.07,59.61,61.63,60.7,61.69,61.75,61.22,60.39,,,,36.37,36.42,36.3,36.75,35.8,37.15,35.96,36.62,36.95,36.91,36.92,37.12,36.78,36.61,36.66,,,,1.48,0.83,40.66,44.93,58.15,58.97,49.2,55.6,49.28,47.64,66.52,30.8,65.29,53.14,50.43,38.11,41.31,,,,40.64,47.89,74.26,46.57,45.69,41.08,39.32,52.51,36.46,58.66,48.44,59.32,59.98,54.15,45.03,,,,143.22,142.92,140.92,143.99,141.19,145.53,142.07,143.23,145.21,143.72,144.38,144.31,143.25,143.1,143.81,,,
20191124,201911240809,レディフォリア,ショウリュウハル,ヒルノマリブ,ベッラヴォルタ,エールヴィオレ,ヴィンチェーレ,,,,,,,,,,,,,92.9,94.22,94.42,93.42,93.07,94.41,,,,,,,,,,,,,62.85,61.49,62.16,63.08,63.12,61.48,,,,,,,,,,,,,36.42,36.02,34.79,36.17,35.92,35.7,,,,,,,,,,,,,0.48,0.58,37.87,56.93,59.82,45.38,40.33,59.67,,,,,,,,,,,,,56.38,38.55,47.33,59.4,59.92,38.42,,,,,,,,,,,,,92.77,93.02,90.51,92.19,91.74,92.49,,,,,,,,,,,,
20191124,201911240810,メリーメーキング,タイキサターン,キアロスクーロ,トライン,スカイパッション,ドルチャーリオ,ベルエスメラルダ,グランドロワ,ボンセルヴィーソ,メイショウハニー,,,,,,,,,96.91,96.78,97.36,96.72,96.0,96.07,95.44,96.95,97.22,94.85,,,,,,,,,60.42,60.82,59.59,59.61,60.89,61.17,60.11,62.77,61.66,61.12,,,,,,,,,35.26,34.71,35.17,36.16,34.92,35.79,36.27,34.24,34.53,36.84,,,,,,,,,0.67,0.93,55.88,54.29,61.4,53.56,44.73,45.59,37.86,56.38,59.69,30.63,,,,,,,,,45.89,50.04,37.28,37.49,50.77,53.67,42.68,70.27,58.75,53.15,,,,,,,,,80.43,79.43,80.87,82.17,79.66,80.63,81.99,77.48,78.62,82.06,,,,,,,,
20191124,201911240811,クイーンズテソーロ,エポック,ヒロブレイブ,ワンダーサジェス,ヴァニラアイス,シャインヴィットゥ,バイラ,スズカコーズライン,ハングリーベン,コウエイエンブレム,テーオージーニアス,ブラックジョー,ヌーディーカラー,メイショウワダイコ,ベック,モズワッショイ,,,97.15,96.47,96.88,97.48,96.53,97.71,96.86,97.04,98.02,93.33,98.04,96.57,97.24,96.7,97.38,96.12,,,61.23,60.89,59.85,60.92,61.02,61.45,60.08,61.41,60.7,61.76,59.9,59.89,60.12,61.63,60.35,60.88,,,34.34,35.85,35.45,34.89,35.02,35.17,35.94,34.81,34.77,37.25,35.45,35.5,35.59,34.4,35.06,35.25,,,1.18,0.42,52.8,46.55,50.32,55.84,47.1,57.95,50.14,51.79,60.8,17.69,60.98,47.47,53.63,48.67,54.92,43.34,,,57.29,52.07,36.11,52.53,54.07,60.67,39.64,60.05,49.16,65.42,36.88,36.73,40.25,63.43,43.78,51.92,,,69.46,71.21,71.56,70.23,70.28,70.13,71.88,69.79,70.27,71.99,71.52,71.58,71.5,69.23,70.81,70.62,,
20191124,201911240812,ラブカンプー,アポロノシンザン,パラダイスガーデン,フミノムーン,ビップライブリー,ライトオンキュー,カラクレナイ,ダイメイフジ,エメラルエナジー,エントリーチケット,アウィルアウェイ,アイラブテーラー,リナーテ,モズスーパーフレア,エイシンデネブ,ニシノラッシュ,ファンタジスト,ダイシンバルカン,96.08,97.25,95.44,97.05,96.93,96.6,96.65,97.62,95.68,96.0,96.06,95.16,97.48,98.22,96.98,96.8,96.82,97.22,62.12,60.71,60.14,59.96,60.42,60.62,61.0,61.0,60.64,60.89,59.5,60.9,60.06,61.64,60.29,61.46,62.58,61.28,33.33,35.01,34.8,34.35,34.16,34.33,34.12,34.27,34.87,34.48,35.26,35.43,34.29,32.8,34.12,34.79,34.13,33.88,0.64,0.6,42.64,57.26,34.65,54.76,53.26,49.14,49.76,61.88,37.65,41.64,42.39,31.15,60.13,69.38,53.89,51.64,51.89,56.88,66.47,48.26,40.9,38.57,44.51,47.09,52.0,52.0,47.35,50.58,32.63,50.71,39.86,60.27,42.83,57.94,72.41,55.62,65.69,68.33,68.51,68.17,67.68,67.71,67.24,67.39,68.24,67.68,69.4,68.62,68.05,65.49,67.73,67.61,66.19,66.81
